#sortabletable(|String|String|String|Number|String|String|String|String|Number|Number|Number|Number|Number|String|String|String,1){{
|~画像|~名前|~属性|~武器種|~適正&br;Rank|~奥義|~第1スキル|~第2スキル|~第3スキル|~MAX&br;Lv|~Min&br;HP|~Min&br;ATK|~Max&br;HP|~Max&br;ATK|~武器シリーズ/分類|~カテゴリ1&br;(関連コンテンツ)|~カテゴリ2&br;(詳細・その他)|h
|&attachref(img/1040614600.png,15%);|[[ホープナックル>武器/ホープナックル (SSR)]]|COLOR(orange):光|格闘|10|[[ライトニングハウンド>武器奥義#lightninghound]]|[[天光の攻刃>スキル一覧#tennkounokoujin]]|[[ライト・ブロウ>スキル一覧#lightblow]]||150|38|409|240|2388|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[フェザー (SSR)]]加入|
|&attachref(img/1040614700.png,15%);|[[グラナート・オブ・ウェールズ>武器/グラナート・オブ・ウェールズ (SSR)]]|COLOR(orange):光|格闘|10|[[至高の味わい>武器奥義#sikounoajiwai]]|[[雷電の渾身>スキル一覧#raidennokonsin]]|[[雷電の守護>スキル一覧#raidennnosyugo]]|||41|391|250|2340|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[アグロヴァル (SSR)バレンタインバージョン]]加入|
|&attachref(img/1040614800.png,15%);|[[宿命鉄拳>武器/宿命鉄拳 (SSR)]]|COLOR(green):風|格闘|10|[[レッツ・ダンス>武器奥義#letsdance]]|[[乱気の修羅>スキル一覧#rankinosyura]]|[[風の背水>スキル一覧#kazenohaisui]]|||35|421|210|2539|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[ショウ (SSR)]]加入|
|&attachref(img/1040614900.png,15%);|[[メルヴェイユ>武器/メルヴェイユ (SSR)]]|COLOR(brown):土|格闘|10|[[ラフィーネ>武器奥義#rafine]]|[[大地の攻刃>スキル一覧#daichinokoujin]]|[[大地の恩寵>スキル一覧#daitinoontyou]]|[[アンバーアーツ>スキル一覧#amberarts]]||50|346|258|2299|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[レナ (SSR)土属性バージョン]]加入|
|&attachref(img/1040615000.png,15%);|[[ノーフェイス>武器/ノーフェイス (SSR)]]|COLOR(brown):土|格闘|15|[[ヒドゥン・ゼルプスト>武器奥義#zerupsto]]|[[地裂の堅守>スキル一覧#tiretsunokensyu]]|[[界の剛毅>スキル一覧#kainogouki]]|||40|337|310|2480|[[メナスシリーズ>武器概要/メナスシリーズ]]|マルチバトル/アニマ・アニムス・コアHL|アニマ・アニムス・コアHLからドロップ|
|&attachref(img/1040615100.png,15%);|[[瑠璃茉莉髪帯>武器/瑠璃茉莉髪帯 (SSR)]]|COLOR(red):火|格闘|10|[[情熱の花>武器奥義#jounetunohana]]|[[紅蓮の技巧>スキル一覧#gurennogikou]]|[[スカーレット・クラフト>スキル一覧#scarletcraft]]|||27|461|227|2454|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[イシュミール (SSR)浴衣バージョン]]加入|
|&attachref(img/1040615200.png,15%);|[[ウルスラグローブ>武器/ウルスラグローブ (SSR)]]|COLOR(purple):闇|格闘||[[ウルスラネード>武器奥義#ulsranado]]|[[奈落の技巧>スキル一覧#narakunogikou]]|[[グラファイト・クラフト>スキル一覧#graphitecraft]]|||26|456|221|2484|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[メグ(水着ver) (SSR)>メグ (SSR)水着バージョン]]加入|
|&attachref(img/1040615400.png,15%);|[[タアロ・マサラ>武器/タアロ・マサラ (SSR)]]|COLOR(purple):闇|格闘||[[ハッル・ラディーズ>武器奥義#harru]]|[[憎悪の攻刃>スキル一覧#zouonokoujin]]|[[闇の背水>スキル一覧#yaminohaisui]]|[[奈落の修羅>スキル一覧#narakunosyura]]|150|36|420|220|2500|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[タヴィーナ(水着ver) (SSR)>タヴィーナ (SSR)水着バージョン]]加入|
|&attachref(img/1040615500.png,15%);|[[クリーピィクロウ>武器/クリーピィクロウ (SSR)]]|COLOR(green):風|格闘||[[ムーンストラックトリック>武器奥義#moonstruck]]|[[乱気の背水>スキル一覧#rannkinohaisui]]|[[闇の背水>スキル一覧#yaminohaisui]]|[[凪の剛毅>スキル一覧#takonogouki]]|150|35|420|240|2400|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[ヴェイン(ハロウィンver) (SSR)>ヴェイン (SSR)ハロウィンバージョン]]加入|
|&attachref(img/1040615600.png,15%);|[[空気砲>武器/空気砲 (SSR)]]|COLOR(blue):水|格闘||[[とっておきの一発>武器奥義#totteokinoippatu]]|[[くうきの塊>スキル一覧#kuukinokatamari]]|[[ドカン！>スキル一覧#dokan]]|||32|300|242|2275|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|イベント/コラボイベント|ドラえもん のび太の空飛ぶ船|
|&attachref(img/1040615700.png,15%);|[[ヴィルヘルム・ミーレス>武器/ヴィルヘルム・ミーレス (SSR)]]|COLOR(blue):水|格闘||[[オーラプリズン・レペーテル>武器奥義#aulaprison]]|[[ボルテージ・オブ・ガントレットII>スキル一覧#voltageofguantlet]]|[[雪の至妙>スキル一覧#yukinosimyou]]|| |36|312|214|1990|[[ミーレスシリーズ>武器概要/ミーレスシリーズ]]|[[レプリカルド・サンドボックス]]|「剣掲げる行軍の地」のエリアボスドロップ|
|&attachref(img/1040615800.png,15%);|[[天干地支爪・寅之飾>武器/天干地支爪・寅之飾 (SSR)]]|COLOR(brown):土|格闘||[[金牙神然・寅之飾>武器奥義#kingatora]]|[[大地の刹那>スキル一覧#daichinosetsuna]]|[[アンバー・アーツ>スキル一覧#amberarts]]|[[アンバー・クラフト>スキル一覧#ambercraft]]|150|38|406|286|2910|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[シンダラ (SSR)]]加入|
|&attachref(img/1040616100.png,15%);|[[マリトッツォ>武器/マリトッツォ (SSR)]]|COLOR(blue):水|格闘||[[とっておきのカクシアジ>武器奥義#kakusiaji]]|[[霧氷の背水>スキル一覧#muhyounohaisui]]|[[水の堅守>スキル一覧#mizunokensyu]]|||40|396|244|2285|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[カシウス(バレンタインver) (SSR)>カシウス (SSR)バレンタインバージョン]]加入|
|&attachref(img/1040616200.png,15%);|[[ハートビートミトン>武器/ハートビートミトン (SSR)]]|COLOR(orange):光|格闘||[[スイートメーカー>武器奥義#sweetmaker]]|[[天光の治癒>スキル一覧#tennkounotiyu]]|[[雷電の堅守>スキル一覧#raidennokensyu]]|||36|419|238|2398|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[ファスティバ(バレンタインver) (SSR)>ファスティバ (SSR)バレンタインバージョン]]加入|
|&attachref(img/1040616400.png,15%);|[[ディザスタークロー>武器/ディザスタークロー (SSR)]]|COLOR(red):火|格闘||[[ディスペアースプリット>武器奥義#dispairsplit]]|[[ブレイズオブアームズ>スキル一覧#blazeofarms]]|[[連舞の拵え>スキル一覧#renbunokoshirae]]|||27|328|185|1957|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|イベント/シナリオイベント|星のおとし子、空のいとし子|
|&attachref(img/1040700000.png,15%);|エウリュトスボウ|COLOR(red):火|弓|10|[[ギガントマキアー++>武器奥義#gigantmakierend]]|[[紅蓮の攻刃II>スキル一覧#gurennokoujin2]]|[[業火の二手>スキル一覧#goukanonite]]||150|36|430|275|3040|[[ヴィンテージシリーズ>武器概要/ヴィンテージシリーズ]]|ムーン交換|ゴールドムーン×30|
|&attachref(img/1040700100.png,15%);|シェキナーの弓|COLOR(green):風|弓|10|[[ケルビムアロー++>武器奥義#kelvimarrowend]]|[[乱気の攻刃II>スキル一覧#rannkinokoujin2]]|[[竜巻の見切>スキル一覧#tatumakinomikiri]]||150|37|425|276|3040|[[ヴィンテージシリーズ>武器概要/ヴィンテージシリーズ]]|ムーン交換|ゴールドムーン×30|
|&attachref(img/1040700200.png,15%);|虹の弓|COLOR(blue):水|弓|10|[[虹の矢++>武器奥義#nijinoyaend]]|[[霧氷の守護II>スキル一覧#muhyounosyugo2]]|[[渦潮の攻刃>スキル一覧#uzushionokoujin]]||150|40|410|279|3020|[[ヴィンテージシリーズ>武器概要/ヴィンテージシリーズ]]|ムーン交換|ゴールドムーン×30|
|&attachref(img/1040700300.png,15%);|アッキヌフォート|COLOR(brown):土|弓|10|[[フェイルノート++>武器奥義#feilnoteend]]|[[地裂の攻刃II>スキル一覧#tiretunokoujin2]]|[[大地の技巧>スキル一覧#daichinogikou]]||150|39|415|278|3030|[[ヴィンテージシリーズ>武器概要/ヴィンテージシリーズ]]|ムーン交換|ゴールドムーン×30|
|&attachref(img/1040700400.png,15%);|エーテリアルボウ|COLOR(green):風|弓|15|[[ドッツスラスター++>武器奥義#dotsslaster]]|[[乱気の攻刃>スキル一覧#rannkinokoujin]]|[[艶美の術数>スキル一覧#youbinojyutusuu]]||150|38|430|271|2980|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[メーテラ (SSR)]]加入|
|&attachref(img/1040700600.png,15%);|世界樹の蔦弓・マグナ|COLOR(brown):土|弓|50|[[ネザーマントル++>武器奥義#nethermantleend]]|[[創樹方陣・背水II>スキル一覧#soujyuhoujinhaisui2]]|||200|34|360|243|2640|[[マグナシリーズ>武器概要/マグナシリーズ]]|マルチバトル/マグナボス|[[ユグドラシル・マグナ討伐戦>NORMALマルチバトル攻略法/マグナボス#m5bdb2f1]]|
|&attachref(img/1040700700.png,15%);|レヴィアンボウ・マグナ|COLOR(blue):水|弓|50|[[水鏡++>武器奥義#mizukagamiend]]|[[海神方陣・守護II>スキル一覧#kaijinhoujinsyugo2]]|||200|35|355|244|2640|[[マグナシリーズ>武器概要/マグナシリーズ]]|マルチバトル/マグナボス|[[リヴァイアサン・マグナ討伐戦>NORMALマルチバトル攻略法/マグナボス#j6a9b5c5]]|
|&attachref(img/1040700800.png,15%);|ディアボロスボウ|COLOR(purple):闇|弓|10|[[深淵の淀み++>武器奥義#shinnennnoyodomiend]]|[[奈落の守護>スキル一覧#narakunosyugo]]|[[闇の攻刃>スキル一覧#yaminokoujin]]||150|27|355|218|2450|[[討滅戦武器>武器概要/討滅戦武器]]|[[エクストラクエスト/討滅戦>討滅戦一覧]]|ディアボロス討滅戦|
|&attachref(img/1040700900.png,15%);|サジタリウスボウ|COLOR(green):風|弓|10|[[アストロホライズン++>武器奥義#astrohorizonend]]|[[乱気の守護>スキル一覧#rannkinosyugo]]|[[風の攻刃>スキル一覧#kazenokoujin]]||150|29|330|214|2358|[[討滅戦武器>武器概要/討滅戦武器]]|[[エクストラクエスト/討滅戦>討滅戦一覧]]|サジタリウス討滅戦|
|&attachref(img/1040702500.png,15%);|ヒロイックボウ|COLOR(orange):光|弓|10|[[ヒロイックアロー++>武器奥義#heroicarrow]]|[[天光の攻刃>スキル一覧#tennkounokoujin]]|[[ゼロ・トゥ・ヒーロー>スキル一覧#zerotohero]]||150|35|435|260|2940|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[フィーナ (SSR)]]加入|
|&attachref(img/1040703300.png,15%);|[[ピンク・エーテリアル>武器/ピンク・エーテリアル (SSR)]]|COLOR(red):火|弓|15|[[スケッチシャープ>武器奥義#sketchsharp]]|[[業火の攻刃>スキル一覧#goukanokoujin]]|[[業火の二手>スキル一覧#goukanonite]]||150|37|435|231|2560|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[メーテラ (SSR)火属性バージョン]]加入|
|&attachref(img/1040703400.png,15%);|[[オールド・アルテミスボウ>武器/オールド・アルテミスボウ (SSR)]]|COLOR(orange):光|弓|60|[[ケーヴァラ・ルタ++>武器奥義#kevala]]|[[騎解方陣・攻刃II>スキル一覧#kikaihoujinkoujin2]]|[[騎解方陣・背水>スキル一覧#kikaihoujinhaisui]]||150|34|375|260|2810|[[オールド・プライマルシリーズ>武器概要/召喚石マルチバトル武器]]|マルチバトル/召喚石マルチ(降臨、調停の翼)|アポロン討伐戦|
|&attachref(img/1040703500.png,15%);|[[アルテミスボウ>武器/アルテミスボウ (SSR)]]|COLOR(orange):光|弓|60|[[ケーヴァラ・ルタ++>武器奥義#kevala]]|[[天光の攻刃>スキル一覧#tennkounokoujin]]|[[光の背水>スキル一覧#hikarinohaisui]]||150|34|375|260|2810|[[プライマルシリーズ>武器概要/召喚石マルチバトル武器]]|マルチバトル/召喚石マルチ(降臨、調停の翼)|アポロン討伐戦|
|&attachref(img/1040703600.png,15%);|[[ヘラクレス>武器/ヘラクレス (SSR)]]|COLOR(red):火|弓|50|[[狂気の炎>武器奥義#kyoukinohonoo]]|[[業火の克己>スキル一覧#goukanokokki]]|[[不死をも殺す神弓>スキル一覧#fushiwomo]]|||39|492|255|2854|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040703600.png,15%);|[[ヘラクレス>武器/ヘラクレス (SSR)]]|COLOR(blue):水|弓|50|[[狂気の炎>武器奥義#kyoukinohonoo]]|[[渦潮の克己>スキル一覧#uzushionokokki]]|[[不死をも殺す神弓>スキル一覧#fushiwomo]]|||39|492|255|2854|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040703600.png,15%);|[[ヘラクレス>武器/ヘラクレス (SSR)]]|COLOR(brown):土|弓|50|[[狂気の炎>武器奥義#kyoukinohonoo]]|[[大地の克己>スキル一覧#daichinokokki]]|[[不死をも殺す神弓>スキル一覧#fushiwomo]]|||39|492|255|2854|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040703600.png,15%);|[[ヘラクレス>武器/ヘラクレス (SSR)]]|COLOR(green):風|弓|50|[[狂気の炎>武器奥義#kyoukinohonoo]]|[[竜巻の克己>スキル一覧#tatsumakinokokki]]|[[不死をも殺す神弓>スキル一覧#fushiwomo]]|||39|492|255|2854|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040703600.png,15%);|[[ヘラクレス>武器/ヘラクレス (SSR)]]|COLOR(orange):光|弓|50|[[狂気の炎>武器奥義#kyoukinohonoo]]|[[雷電の克己>スキル一覧#raidennnokokki]]|[[不死をも殺す神弓>スキル一覧#fushiwomo]]|||39|492|255|2854|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040703600.png,15%);|[[ヘラクレス>武器/ヘラクレス (SSR)]]|COLOR(purple):闇|弓|50|[[狂気の炎>武器奥義#kyoukinohonoo]]|[[憎悪の克己>スキル一覧#zouonokokki]]|[[不死をも殺す神弓>スキル一覧#fushiwomo]]|||39|492|255|2854|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040704300.png,15%);|[[アロー・オブ・コスモス>武器/アロー・オブ・コスモス (SSR)]]|COLOR(orange):光|弓|80|[[メディエーションアロー＋>武器奥義#mediarrow]]|[[アロー・オブ・コスモス>スキル一覧#aocosmos]]|[[秩序の蒼弓(習得Lv150)>スキル一覧#titujonosoukyuu]]||150|36|396|224|2446|[[コスモスシリーズ>武器概要/コスモスシリーズ]]|マルチバトル/降臨、調停の翼|ディール/トレジャー交換|
|&attachref(img/1040704800.png,15%);|[[扇抜>武器/扇抜 (SSR)]]|COLOR(blue):水|弓|15|[[扇抜き>武器奥義#ouginuki]]|[[渦潮の堅守>スキル一覧#uzusionokensyu]]|[[渦潮の神威>スキル一覧#uzusionosini]]|||32|320|188|2030|[[メナスシリーズ>武器概要/メナスシリーズ]]|マルチバトル/フロネシスHL|フロネシスHLからドロップ&br;[[ディフェンドオーダー]]防衛勲功交換25000|
|&attachref(img/1040705000.png,15%);|[[フィンブル>武器/フィンブル (SSR)]]|COLOR(blue):水|弓|15|[[フローズヴィトニル++>武器奥義#frozevitnil]]|[[霧氷の渾身>スキル一覧#aobosinokonsin]]|[[水の守護>スキル一覧#mizunosyugo]]||150|32|320|220|2370|[[討滅戦武器>武器概要/討滅戦武器]]|討滅戦|フェンリル討滅戦(聖夜のスターダスト・メモリーズ)|
|&attachref(img/1040705100.png,15%);|シグルズの弓|COLOR(blue):水|弓|60|[[イェルムリク>奥義一覧#yellmurik]]|[[先制の氷刃>スキル一覧#senseinohyoujin]]|[[渦潮の攻刃>スキル一覧#uzushionokoujin]]||150|36|365|214|2311|[[プライマルシリーズ>武器概要/召喚石マルチバトル武器]]|マルチバトル/召喚石マルチ(神撃・究極の竜)|グラニ討伐戦|
|&attachref(img/1040705200.png,15%);|インドラリム|COLOR(green):風|弓|60|[[インドラの矢>奥義一覧#indranoya]]|[[竜巻の刹那>スキル一覧#tatsumakinosetuna]]|[[乱気の堅守>スキル一覧#rannkinokensyu]]||150|33|380|211|2326|[[プライマルシリーズ>武器概要/召喚石マルチバトル武器]]|マルチバトル/召喚石マルチ(神撃・究極の竜)|ガルーダ討伐戦|
|&attachref(img/1040705300.png,15%);|ヴェローナボウ|COLOR(blue):水|弓|10|[[オーロライトアロー>奥義一覧#aurolightarrow]]|[[霧氷の守護>スキル一覧#muhyounosyugo]]|[[先制の青の結界>スキル一覧#senseinoaonokekkai]]|||33|310|188|1990|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]]|この想いを、何に喩えようか|
|&attachref(img/1040705400.png,15%);|天干地支弓・酉之飾|COLOR(brown):土|弓|20|[[金牙神然・酉之飾>武器奥義#kingatori]]|[[地裂の攻刃>スキル一覧#tiretunokoujin]]|[[大地の技巧>スキル一覧#daichinogikou]]|||40|430|238|2585|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(レジェンドフェス)|[[マキラ (SSR)]](十二神将・酉)加入|
|&attachref(img/1040705500.png,15%);|マシン・ボウ|COLOR(brown):土|弓|10|[[メタルスラスト>奥義一覧#metalslast]]|[[オーバードロー>スキル一覧#overdraw]]|[[ポイント・オブ・エイム>スキル一覧#pointofeim]]|||30|320|186|2000|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]]|プラチナ・スカイ|
|&attachref(img/1040705600.png,15%);|白銀の弓|COLOR(green):風|弓|10|[[白銀の矢++>武器奥義#hakuginnoya]]|[[森林の祝福>スキル一覧#morinosyukuhuku]]|[[森の民の知恵>スキル一覧#morinotaminotie]]||150|27|338|211|2365|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]](コラボ)|Shadowverse Duelist of Eternity|
|&attachref(img/1040705800.png,15%);|銀の依代の弓|COLOR(orange):光|弓|1|[[銀の瞬き>武器奥義#ginnomatataki]]|[[残夢の匣>スキル一覧#zanmunohako]]|無し||100|25|279|178|1955|依代武器|エクストラクエスト/ディメンション・ヘイロー|－|
|&attachref(img/1040705900.png,15%);|黄金の依代の弓|COLOR(orange):光|弓|1|[[黄金の瞬き>武器奥義#ougonomatataki]]|[[鼓動>スキル一覧#kodou]]|無し||100|26|288|184|2020|依代武器|銀の依代武器を特殊武器強化|－|
|&attachref(img/1040706000.png,15%);|麒麟弓|COLOR(purple):闇|弓|80|[[黒召刃++>奥義一覧#kokusyoujincri]]|[[奈落の暴君II>スキル一覧#narakunoboukun2]]|[[靂天の極致>スキル一覧#rekitennokyokuti]]||200|32|415|||[[四象武器(光闇)>武器概要/四象武器]]|マルチバトル/黄龍・黒麒麟|トレジャー交換|
|&attachref(img/1040706100.png,15%);|ローズクリスタルボウ|COLOR(red):火|弓|60|[[ドミネイションシュート>武器奥義#dominationshoot]]|[[紅薔薇の髄>スキル一覧#akabaranozui]]|[[紅薔薇の蕾>スキル一覧#akabaranotsubomi]]|||33|370|215|2250|[[ローズシリーズ>武器概要/ローズシリーズ]]|マルチバトル/ローズクイーン討伐戦HL|トレジャー交換|
|&attachref(img/1040706200.png,15%);|[[イーリアスボウ>武器/イーリアスボウ (SSR)]]|COLOR(orange):光|弓|60|[[畏れ無き剛弓>武器奥義#osorenakigoukyuu]]|[[天光の渾身>スキル一覧#shiroboshinokonshin]]|[[雷電の二手>スキル一覧#raidennnonite]]||150|34|375|212|2321|[[エピックウェポン>武器概要/エピックウェポン]]|マルチバトル/エピックHL|ヘクトルHL|
|&attachref(img/1040708100.png,15%);|シャローム・ボウ|COLOR(purple):闇|弓|10|[[安寧の風>武器奥義#anneinokaze]]|[[紫水の至恩>スキル一覧#shisuinoshion]]|[[紫水の光輝>スキル一覧#shisuinokouki]]|||25|345|180|2030|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|イベント/シナリオイベント|パープル・スケール|
|&attachref(img/1040708200.png,15%);|[[ガーンディーヴァ>武器/ガーンディーヴァ (SSR)]]|COLOR(brown):土|弓|20|[[英雄の雷>武器奥義#eiyuunoikazuti]]|[[大地の無双>スキル一覧#daichinomusou]]|[[土の秘奥>スキル一覧#tutinohioku]]|||37|441|228|2623|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[イルザ (SSR)]]加入|
|&attachref(img/1040708300.png,15%);|[[テュロスボウ>武器/テュロスボウ (SSR)]]|COLOR(blue):水|弓|120|[[テーバイ>武器奥義#tebai]]|[[海神方陣・乱舞>スキル一覧#kaisinranbu]]|||150|36|365|214|2311|[[レガリアシリーズ>武器概要/レガリアシリーズ]]|マルチバトル/マグナIIHL|エウロペHL|
|&attachref(img/1040708400.png,15%);|[[ミトロンの弓>武器/ミトロンの弓 (SSR)]]|COLOR(orange):光|弓|120|[[昴>武器奥義#subaru]]|[[騎解方陣・渾身>スキル一覧#kikaihoujinkonsin]]|[[騎解方陣・意志>スキル一覧#kikaihoujinishi]]||150|34|375|250|2710|[[レガリアシリーズ>武器概要/レガリアシリーズ]]|マルチバトル/マグナIIHL|メタトロンHL|
|&attachref(img/1040708500.png,15%);|[[セフィラの翠弓>武器/セフィラの翠弓 (SSR)]]|COLOR(green):風|弓|60|[[フォービドゥンアロー>武器奥義#forbiddenarrow]]|[[嵐竜方陣・攻刃II>スキル一覧#arashiryuuhoujinkoujin2]]|[[セフィラガード・ウィンド>スキル一覧#sefiragardwind]]|| |33|380|211|2330|[[セフィリアン・オールドウェポン>武器概要/セフィリアン・オールドウェポン]]|[[アーカルムの転世]]|アーカルム ポイント交換&br;探索で直接ドロップ|
|&attachref(img/1040708600.png,15%);|[[アルジュナン・ボウ>武器/アルジュナン・ボウ (SSR)]]|COLOR(red):火|弓|10|[[バーニングダウン>武器奥義#burningdown]]|[[業火の克己>スキル一覧#goukanokokki]]|[[火の秘奥>スキル一覧#hinohioku]]|||35|430|230|2525|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[イルザ (SSR)水着バージョン]]加入|
|&attachref(img/1040708700.png,15%);|[[太歳精弓>武器/太歳精弓 (SSR)]]|COLOR(blue):水|弓|40|[[冥助の破弓>武器奥義#myoujo]]|[[霧氷の攻刃II>スキル一覧#muhyounokoujin2]]|||150|50|420|300|2500|[[リミテッドシリーズ>武器概要/リミテッドシリーズ]]|レジェンドガチャ(レジェンドフェス)|[[フォリア(リミテッド)>フォリア (SSR)]]加入|
|&attachref(img/1040708800.png,15%);|[[レヴィオンシューター>武器/レヴィオンシューター (SSR)]]|COLOR(orange):光|弓|10|[[トライエクレール>武器奥義#tryecrel]]|[[天光の三手>スキル一覧#tenkounosante]]|[[三矢一体>スキル一覧#sanyaittai]]||150|40|410|255|2400|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[レヴィオン姉妹 マイム＆ミイム＆メイム (SSR)]]加入|
|&attachref(img/1040708900.png,15%);|[[虚空の歪弦>武器/虚空の歪弦 (SSR)]]|COLOR(orange):光|弓|100|[[ホロウシュート>武器奥義#hollowshoot]]|[[虚像の鋒鏑>スキル一覧#kyozouno]]|[[致命の誓約>スキル一覧#timeinoseiyaku]]||150|37|420|280|3120|[[虚ろなる神器>武器概要/虚ろなる神器シリーズ]]|マルチバトル/アーカーシャHL|トレジャー交換|
|&attachref(img/1040709000.png,15%);|[[悪滅の雷>武器/悪滅の雷 (SSR)]]|COLOR(red):火|弓|40|[[ダガラハット>武器奥義#dagara]]|[[紅蓮の必殺>スキル一覧#gurennohissatu]]|||150|32|508|242|2800|[[リミテッドシリーズ>武器概要/リミテッドシリーズ]]|レジェンドガチャ(グランデフェス)|[[シヴァ(リミテッド)>シヴァ (SSR)]]加入|
|&attachref(img/1040709200.png,15%);|[[ウニウス>武器/ウニウス (SSR)]]|COLOR(green):風|弓|60|[[テスラ>武器奥義#tesura]]|[[竜巻の攻刃>スキル一覧#tatumakinokoujin]]|[[エピックブランド・ゲイン>スキル一覧#epicbland]]||150|33|380|210|2330|[[エピックウェポン>武器概要/エピックウェポン]]|マルチバトル/エピックHL|バイヴカハHL|
|&attachref(img/1040709300.png,15%);|[[アイオーン>武器/アイオーン (SSR)]]|COLOR(orange):光|弓|10|[[イスキューロス>武器奥義#iskyuros]]|[[天光の攻刃>スキル一覧#tennkounokoujin]]|[[光の庇護>スキル一覧#hikarinohigo]]|||45|380|260|2350|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[サラ (SSR)光属性バージョン]]加入|
|&attachref(img/1040709400.png,15%);|[[アヤの弓>武器/アヤの弓 (SSR)]]|COLOR(orange):光|弓|10|[[慧の矢>武器奥義#satonoya]]|[[雷電の克己>スキル一覧#raidennnokokki]]|[[無明衰滅>スキル一覧#mumeisuimetu]]|||38|417|208|2600|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[シトリ (SSR)]]加入|
|&attachref(img/1040709600.png,15%);|[[ドラゴニックボウ>武器/ドラゴニックボウ (SSR)]]|COLOR(brown):土|弓|100|[[岩塊投擲＋>武器奥義#gankitouteki]]|[[ガレヲンの巌迫>スキル一覧#gareon]]|[[四玉の裁き>スキル一覧#shigyoku]]||150|39|412|236|2566|[[ドラゴニックウェポン>武器概要/ドラゴニックウェポン]]|フリークエスト/六竜討伐戦|トレジャー交換|
|&attachref(img/1040709700.png,15%);|[[ソルジャーボウ>武器/ソルジャーボウ (SSR)]]|COLOR(brown):土|弓|10|[[ステルスミッション>武器奥義#stealthmission]]|[[プロフェッショナルツール>スキル一覧#proffesionaltool]]|[[戦場の亡霊>スキル一覧#senjyounobourei]]|||31|318|180|2027|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|イベント/シナリオイベント|スツルム＆ドランク 傭兵お仕事帖|
|&attachref(img/1040709800.png,15%);|[[十天光輝の突弓>武器/十天光輝の突弓 (SSR)]]|COLOR(orange):光|弓|10||||||||||十天光輝|フリークエスト/光輝を求めし者|(武器スキン用)|
|&attachref(img/1040709900.png,15%);|[[天の鹿児弓>武器/天の鹿児弓 (SSR)]]|COLOR(green):風|弓|10|[[邪滅降矢>武器奥義#jametu]]|[[乱気の技巧>スキル一覧#rannkinogikou]]|[[風の攻刃>スキル一覧#kazenokoujin]]&br;[[ジェイド・アーツ>スキル一覧#jeidarts]]||150|37|422|250|2390|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[ノイシュ (SSR)風属性バージョン]]加入|
